선수명,생년월일,연도,팀,나이,P,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
김재호,1985-03-21,2014,두산,29,SS,122,421,341,50,86,14,1,3,111,54,2,8,54,2,0,59,14,13,11,0.252,0.348,0.326,0.674,0.310,71.7,0.66,-1.06
김재호,1985-03-21,2015,두산,30,SS,133,488,410,63,126,24,3,3,165,50,7,2,54,3,0,42,18,14,7,0.307,0.386,0.402,0.789,0.354,105.3,3.64,-0.40
김재호,1985-03-21,2016,두산,31,SS,137,496,416,69,129,27,3,7,183,78,8,4,57,5,1,52,8,5,13,0.310,0.389,0.440,0.829,0.374,110.5,3.24,2.40
김재호,1985-03-21,2017,두산,32,SS,91,331,283,34,83,18,1,7,124,50,7,1,36,3,1,52,6,2,7,0.293,0.371,0.438,0.809,0.358,111.1,2.17,1.09
김재호,1985-03-21,2018,두산,33,SS,131,467,402,78,125,20,0,16,193,75,6,2,52,4,1,77,12,3,6,0.311,0.390,0.480,0.870,0.379,124.5,3.79,1.69
김재호,1985-03-21,2019,두산,34,SS,130,470,377,51,101,22,0,4,135,48,3,3,67,7,3,58,10,8,11,0.268,0.379,0.358,0.737,0.342,108.5,2.92,-0.20
김재호,1985-03-21,2020,두산,35,SS,120,457,401,48,116,15,1,2,139,39,6,2,45,4,1,45,17,2,5,0.289,0.363,0.347,0.709,0.334,95.2,1.97,-0.09
김재호,1985-03-21,2021,두산,36,SS,89,251,211,23,44,8,0,1,55,24,1,1,29,2,0,34,7,6,3,0.209,0.306,0.261,0.567,0.275,58.2,-0.02,-1.73
김재호,1985-03-21,2022,두산,37,SS,102,264,223,26,48,7,0,1,58,21,0,2,28,2,0,33,5,7,4,0.215,0.304,0.260,0.564,0.267,60.6,-0.06,-1.91
김재호,1985-03-21,2023,두산,38,SS,82,272,220,31,67,12,0,3,88,27,4,0,30,8,2,20,10,12,2,0.305,0.404,0.400,0.804,0.364,124.1,2.19,0.77
푸이그,1990-12-07,2022,키움,32,RF,126,547,473,65,131,30,0,21,224,73,6,3,58,12,1,100,6,0,4,0.277,0.368,0.474,0.841,0.382,143.4,3.78,1.35
한동희,1999-06-01,2018,롯데,19,3B,87,226,211,24,49,13,1,4,76,25,0,1,12,2,0,58,7,0,1,0.232,0.279,0.360,0.639,0.282,55.3,-0.20,-1.63
한동희,1999-06-01,2019,롯데,20,3B,59,207,187,12,38,9,0,2,53,9,1,0,18,0,0,57,3,0,2,0.203,0.271,0.283,0.554,0.263,52.2,-0.40,-1.93
한동희,1999-06-01,2020,롯데,21,3B,135,531,461,62,128,22,0,17,201,67,0,3,57,5,0,97,15,5,3,0.278,0.361,0.436,0.797,0.360,108.5,2.47,0.40
한동희,1999-06-01,2021,롯데,22,3B,129,496,424,54,113,24,0,17,188,69,0,1,61,6,1,95,21,1,4,0.267,0.364,0.443,0.807,0.373,119.0,3.28,0.85
한동희,1999-06-01,2022,롯데,23,3B,129,499,456,43,140,27,0,14,209,65,0,0,33,6,2,64,15,0,4,0.307,0.359,0.458,0.817,0.372,129.2,3.77,0.32
한동희,1999-06-01,2023,롯데,24,3B,97,325,293,25,63,10,0,5,88,30,1,2,24,1,0,53,15,2,5,0.215,0.272,0.300,0.573,0.270,58.7,-0.45,-2.69
에반스,1986-01-30,2016,두산,30,DH,118,481,400,69,123,31,0,24,226,81,0,0,69,5,0,90,10,0,7,0.308,0.410,0.565,0.975,0.425,150.6,3.76,3.29
에반스,1986-01-30,2017,두산,31,DH,138,581,514,82,152,19,0,27,252,90,2,0,61,3,0,114,15,0,3,0.296,0.372,0.490,0.862,0.379,128.6,3.18,3.05
호잉,1989-05-18,2018,한화,29,RF,142,590,529,85,162,47,2,30,303,110,23,9,51,5,10,93,5,0,5,0.306,0.370,0.573,0.942,0.391,124.8,3.72,4.72
호잉,1989-05-18,2019,한화,30,RF,124,525,476,74,135,26,2,18,219,73,22,7,38,5,5,90,6,1,5,0.284,0.340,0.460,0.800,0.359,120.6,3.50,1.69
호잉,1989-05-18,2020,한화,31,RF,34,134,124,12,24,4,0,4,40,14,5,3,9,1,0,34,4,0,0,0.194,0.254,0.323,0.576,0.265,48.8,-0.55,-0.50
호잉,1989-05-18,2021,KT,32,RF,68,294,259,32,62,11,1,11,108,52,5,2,26,4,2,52,2,0,5,0.239,0.313,0.417,0.730,0.332,93.5,0.76,-0.01
유강남,1992-07-15,2015,LG,23,C,126,313,279,26,76,11,1,8,113,37,2,1,19,7,0,55,10,7,1,0.272,0.333,0.405,0.738,0.328,91.4,1.33,-0.84
유강남,1992-07-15,2016,LG,24,C,100,297,263,28,70,7,0,8,101,47,0,0,17,7,0,48,6,4,6,0.266,0.321,0.384,0.705,0.317,76.5,0.78,1.10
유강남,1992-07-15,2017,LG,25,C,118,364,324,43,90,13,0,17,154,66,2,0,14,15,0,72,4,9,2,0.278,0.335,0.475,0.811,0.346,105.5,2.57,1.40
유강남,1992-07-15,2018,LG,26,C,132,465,425,53,126,33,0,19,216,66,0,0,28,9,1,80,21,2,1,0.296,0.352,0.508,0.860,0.368,118.7,3.68,-0.62
유강남,1992-07-15,2019,LG,27,C,132,468,418,44,113,22,0,16,183,49,0,0,30,13,2,82,21,1,6,0.270,0.334,0.438,0.772,0.350,117.3,3.38,-0.00
유강남,1992-07-15,2020,LG,28,C,137,478,429,51,112,18,0,16,178,74,1,1,32,13,1,84,18,2,2,0.261,0.330,0.415,0.745,0.337,101.5,2.89,0.77
유강남,1992-07-15,2021,LG,29,C,130,441,397,39,100,16,0,11,149,60,2,0,25,14,1,75,11,3,2,0.252,0.317,0.375,0.693,0.323,93.3,2.20,-0.94
유강남,1992-07-15,2022,LG,30,C,139,469,416,54,106,16,0,8,146,47,0,0,34,11,1,98,9,6,2,0.255,0.326,0.351,0.677,0.314,94.9,2.30,0.41
유강남,1992-07-15,2023,롯데,31,C,108,360,315,37,79,12,0,8,115,41,1,1,34,6,0,57,12,2,3,0.251,0.332,0.365,0.698,0.329,98.9,1.71,0.09
최재훈,1989-08-27,2014,두산,25,C,48,125,112,9,27,3,1,1,35,10,0,2,5,3,0,22,3,3,2,0.241,0.287,0.313,0.599,0.271,45.7,-0.06,-0.97
최재훈,1989-08-27,2015,두산,26,C,71,114,99,6,15,3,0,0,18,7,0,0,3,8,0,19,6,3,1,0.152,0.234,0.182,0.416,0.205,4.3,-0.73,-1.05
최재훈,1989-08-27,2016,두산,27,C,22,22,18,1,3,1,0,0,4,4,0,0,2,1,0,2,1,0,1,0.167,0.273,0.222,0.495,0.247,27.2,-0.06,-0.19
최재훈,1989-08-27,2017,"두산,한화",28,C,104,309,269,22,69,10,0,1,82,16,0,2,26,8,0,36,10,6,0,0.257,0.340,0.305,0.645,0.302,69.2,0.38,-0.67
최재훈,1989-08-27,2018,한화,29,C,128,341,298,36,78,17,0,1,98,27,8,0,20,15,0,61,8,6,2,0.262,0.337,0.329,0.666,0.305,71.1,0.77,-0.34
최재훈,1989-08-27,2019,한화,30,C,135,451,373,47,108,18,0,3,135,31,3,10,56,14,0,61,9,4,4,0.290,0.398,0.362,0.760,0.362,122.0,3.56,-0.01
최재훈,1989-08-27,2020,한화,31,C,126,389,339,46,102,19,0,3,130,36,0,0,29,16,0,44,7,5,0,0.301,0.383,0.383,0.766,0.358,111.1,2.77,0.51
최재훈,1989-08-27,2021,한화,32,C,116,467,375,52,103,21,0,7,145,44,3,2,71,13,2,68,16,5,3,0.275,0.405,0.387,0.791,0.376,124.6,3.67,1.03
최재훈,1989-08-27,2022,한화,33,C,114,437,364,38,81,14,0,5,110,30,1,1,44,21,0,65,17,5,2,0.223,0.339,0.302,0.641,0.308,87.4,1.78,-1.31
최재훈,1989-08-27,2023,한화,34,C,115,387,304,23,78,12,0,1,93,32,0,1,51,21,1,45,8,9,2,0.257,0.397,0.306,0.703,0.343,108.1,2.76,0.36
이택근,1980-07-10,2014,넥센,34,CF,122,527,441,87,135,32,1,21,232,91,11,8,51,13,0,43,10,12,10,0.306,0.386,0.526,0.913,0.390,116.5,3.57,2.86
이택근,1980-07-10,2015,넥센,35,CF,105,401,347,61,113,16,1,10,161,44,11,6,44,3,4,53,8,3,4,0.326,0.402,0.464,0.866,0.386,122.6,2.46,1.67
이택근,1980-07-10,2016,넥센,36,RF,127,460,398,64,123,19,1,8,168,65,7,4,53,3,1,56,11,0,6,0.309,0.389,0.422,0.811,0.374,107.6,1.93,1.55
이택근,1980-07-10,2017,넥센,37,RF,100,269,241,27,67,15,1,3,93,29,0,0,25,1,1,58,9,1,1,0.278,0.347,0.386,0.733,0.332,87.7,0.42,-0.45
이택근,1980-07-10,2018,넥센,38,DH,104,356,308,40,95,25,1,4,134,52,1,0,32,9,0,44,14,3,4,0.308,0.385,0.435,0.820,0.365,109.9,1.30,1.04
이택근,1980-07-10,2020,키움,40,LF,20,64,57,5,11,5,0,0,16,7,0,0,7,0,0,21,1,0,0,0.193,0.281,0.281,0.562,0.269,51.5,-0.21,-0.11
허경민,1990-08-26,2014,두산,24,3B,105,233,198,33,49,8,1,0,59,10,6,4,21,6,0,21,7,6,2,0.247,0.335,0.298,0.633,0.298,62.6,0.18,-0.71
허경민,1990-08-26,2015,두산,25,3B,117,453,404,64,128,20,2,1,155,41,8,3,31,7,0,42,11,8,3,0.317,0.373,0.384,0.757,0.346,98.9,2.88,-0.08
허경민,1990-08-26,2016,두산,26,3B,144,609,538,96,154,24,4,7,207,81,6,6,49,14,1,58,14,6,2,0.286,0.360,0.385,0.745,0.344,90.5,1.91,0.46
허경민,1990-08-26,2017,두산,27,3B,130,422,369,50,95,22,1,3,128,40,8,4,29,10,0,48,15,12,2,0.257,0.327,0.347,0.674,0.302,71.8,0.38,-1.46
허경민,1990-08-26,2018,두산,28,3B,133,577,516,85,167,30,5,10,237,79,20,4,32,16,0,52,15,5,8,0.324,0.376,0.459,0.835,0.366,113.4,3.56,1.89
허경민,1990-08-26,2019,두산,29,3B,133,540,475,71,137,25,1,4,176,60,11,5,34,17,2,36,16,3,11,0.288,0.350,0.371,0.721,0.334,102.7,2.47,-0.25
허경민,1990-08-26,2020,두산,30,3B,117,487,437,70,145,25,1,7,193,58,14,6,35,5,2,28,10,3,7,0.332,0.382,0.442,0.824,0.373,122.6,3.55,1.58
허경민,1990-08-26,2021,두산,31,3B,136,518,468,61,130,24,1,5,171,59,5,7,36,8,1,35,21,3,3,0.278,0.338,0.365,0.703,0.332,96.8,2.07,-0.83
허경민,1990-08-26,2022,두산,32,3B,121,493,432,59,125,23,0,8,172,60,10,3,36,16,3,40,12,2,7,0.289,0.361,0.398,0.759,0.350,119.6,3.29,1.82
허경민,1990-08-26,2023,두산,33,3B,124,456,412,41,110,20,1,6,150,45,9,3,33,6,3,24,6,0,5,0.267,0.327,0.364,0.691,0.323,96.6,1.87,-0.76
오재원,1985-02-09,2014,두산,29,2B,110,420,359,60,114,21,6,5,162,40,33,7,50,2,2,61,7,9,0,0.318,0.404,0.451,0.855,0.382,119.6,3.56,1.38
오재원,1985-02-09,2015,두산,30,2B,120,474,411,60,115,20,2,11,172,59,31,8,47,4,1,94,9,7,4,0.280,0.356,0.418,0.775,0.345,102.6,2.08,0.82
오재원,1985-02-09,2016,두산,31,2B,122,484,416,68,113,18,1,5,148,58,13,10,54,5,1,82,10,3,6,0.272,0.358,0.356,0.713,0.334,84.5,1.43,0.72
오재원,1985-02-09,2017,두산,32,2B,127,390,334,43,79,16,1,7,118,40,7,7,47,2,1,85,5,4,3,0.237,0.332,0.353,0.685,0.311,79.1,0.52,0.56
오재원,1985-02-09,2018,두산,33,2B,132,521,473,78,148,24,1,15,219,81,15,6,41,2,0,119,13,3,2,0.313,0.369,0.463,0.832,0.364,114.0,3.29,4.07
오재원,1985-02-09,2019,두산,34,2B,98,204,177,30,29,8,1,3,48,18,6,2,25,0,0,50,3,2,0,0.164,0.267,0.271,0.539,0.257,51.6,-0.29,-1.56
오재원,1985-02-09,2020,두산,35,2B,85,174,155,25,36,7,1,5,60,27,10,5,16,0,0,49,3,1,2,0.232,0.301,0.387,0.688,0.310,82.3,0.24,-1.04
오재원,1985-02-09,2021,두산,36,2B,45,79,72,6,12,3,0,0,15,5,2,0,6,0,0,18,3,0,1,0.167,0.228,0.208,0.436,0.216,17.9,-0.43,-0.64
오재원,1985-02-09,2022,두산,37,2B,18,31,29,2,5,2,0,0,7,4,1,2,1,0,0,9,1,0,1,0.172,0.194,0.241,0.435,0.199,14.8,-0.27,0.18
배정대,1995-06-12,2015,kt,20,CF,66,68,65,8,6,1,0,1,10,2,3,0,1,1,0,23,1,1,0,0.092,0.119,0.154,0.273,0.124,-50.4,-0.88,-0.86
배정대,1995-06-12,2018,KT,23,RF,14,5,5,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.200,0.200,0.200,0.400,0.184,-11.1,-0.10,-0.11
배정대,1995-06-12,2019,KT,24,CF,66,84,74,15,15,4,0,0,19,6,0,2,7,1,0,23,2,2,0,0.203,0.281,0.257,0.537,0.256,46.5,-0.30,-0.70
배정대,1995-06-12,2020,KT,25,CF,144,615,533,88,154,25,3,13,224,65,22,13,68,5,0,142,9,5,4,0.289,0.372,0.420,0.792,0.362,110.3,3.55,0.95
배정대,1995-06-12,2021,KT,26,CF,144,595,510,85,132,23,1,12,193,68,19,7,65,12,2,132,9,3,5,0.259,0.353,0.378,0.732,0.345,101.1,3.02,-1.05
배정대,1995-06-12,2022,KT,27,CF,144,575,508,64,135,24,2,6,181,56,19,4,54,4,0,126,2,5,4,0.266,0.339,0.356,0.695,0.324,96.7,2.58,-0.18
배정대,1995-06-12,2023,KT,28,CF,88,327,279,47,76,12,0,2,94,31,13,3,37,3,1,69,1,4,4,0.272,0.359,0.337,0.696,0.331,97.1,1.58,1.09
박해민,1990-02-24,2014,삼성,24,CF,119,373,310,65,92,11,4,1,114,31,36,8,37,6,0,45,4,19,1,0.297,0.381,0.368,0.749,0.337,85.3,1.60,0.32
박해민,1990-02-24,2015,삼성,25,CF,144,608,525,96,154,22,7,0,190,47,60,8,56,2,1,126,8,23,2,0.293,0.362,0.362,0.724,0.326,85.2,3.52,1.65
박해민,1990-02-24,2016,삼성,26,CF,141,641,564,109,169,26,12,4,231,61,52,15,49,3,2,87,6,22,3,0.300,0.357,0.410,0.767,0.339,86.5,2.19,1.06
박해민,1990-02-24,2017,삼성,27,CF,144,638,570,96,162,25,8,7,224,54,40,12,50,1,0,78,6,8,9,0.284,0.338,0.393,0.731,0.325,85.6,2.22,1.49
박해민,1990-02-24,2018,삼성,28,CF,144,649,576,114,172,30,10,9,249,68,36,10,56,3,0,99,9,8,6,0.299,0.360,0.432,0.793,0.347,99.1,3.20,1.95
박해민,1990-02-24,2019,삼성,29,CF,144,581,506,64,121,16,7,5,166,44,24,7,58,2,0,82,4,12,3,0.239,0.318,0.328,0.646,0.300,77.0,1.28,-1.36
박해민,1990-02-24,2020,삼성,30,CF,132,541,489,84,142,18,5,11,203,55,34,12,39,3,1,77,7,7,3,0.290,0.345,0.415,0.760,0.342,98.1,2.49,-0.11
박해민,1990-02-24,2021,삼성,31,CF,127,542,454,78,132,22,1,5,171,54,36,15,69,3,2,82,3,9,7,0.291,0.383,0.377,0.759,0.356,110.6,3.38,1.39
박해민,1990-02-24,2022,LG,32,CF,144,636,570,97,165,20,8,3,210,49,24,6,44,9,0,85,4,7,6,0.289,0.347,0.368,0.715,0.331,103.9,3.45,0.60
박해민,1990-02-24,2023,LG,33,CF,134,524,454,76,128,13,2,5,160,52,23,12,42,3,0,71,7,24,1,0.282,0.346,0.352,0.698,0.319,92.2,1.50,-0.86
박찬호,1995-06-05,2014,KIA,19,SS,17,23,22,3,2,1,0,0,3,0,0,0,1,0,0,10,0,0,0,0.091,0.130,0.136,0.267,0.128,-50.6,-0.22,-0.19
박찬호,1995-06-05,2015,KIA,20,SS,69,150,137,13,25,5,1,0,32,6,3,1,9,0,0,37,2,4,0,0.182,0.233,0.234,0.467,0.215,9.4,-0.64,-1.02
박찬호,1995-06-05,2016,KIA,21,SS,69,46,42,9,7,0,0,0,7,3,2,0,3,0,0,9,2,1,0,0.167,0.222,0.167,0.389,0.192,-9.1,-0.42,-0.05
박찬호,1995-06-05,2019,KIA,24,3B,133,541,504,60,131,15,4,2,160,49,39,6,26,4,0,83,8,5,2,0.260,0.300,0.317,0.618,0.289,68.1,0.88,-0.19
박찬호,1995-06-05,2020,KIA,25,SS,141,530,479,63,106,16,0,3,131,36,15,8,36,0,0,87,14,12,3,0.221,0.274,0.273,0.548,0.254,40.3,-1.13,-1.96
박찬호,1995-06-05,2021,KIA,26,SS,131,483,418,51,103,15,5,1,131,59,9,4,54,0,0,73,11,8,3,0.246,0.331,0.313,0.644,0.308,77.7,1.15,0.17
박찬호,1995-06-05,2022,KIA,27,SS,130,566,494,81,134,22,0,4,168,45,41,8,57,1,0,67,9,7,7,0.271,0.344,0.340,0.684,0.319,95.0,3.02,0.62
박찬호,1995-06-05,2023,KIA,28,SS,127,495,442,70,132,18,3,3,165,51,30,7,39,1,0,56,12,7,6,0.299,0.353,0.373,0.726,0.338,105.7,3.49,1.12
에레디아,1991-01-31,2023,SSG,32,LF,111,476,431,67,140,24,0,12,200,71,11,8,36,7,4,70,12,1,1,0.325,0.385,0.464,0.849,0.392,140.9,3.63,3.29
정훈,1987-07-18,2014,롯데,27,2B,124,558,477,89,140,27,7,3,190,58,8,4,62,11,0,105,10,6,2,0.294,0.386,0.398,0.784,0.362,103.6,3.32,1.37
정훈,1987-07-18,2015,롯데,28,2B,135,562,486,85,146,27,2,9,204,62,16,6,52,14,2,102,14,7,3,0.300,0.382,0.420,0.802,0.363,110.1,3.41,-0.65
정훈,1987-07-18,2016,롯데,29,2B,121,439,370,48,97,18,2,2,125,46,7,7,43,16,0,75,12,8,2,0.262,0.362,0.338,0.700,0.331,82.5,0.73,1.07
정훈,1987-07-18,2017,롯데,30,2B,68,136,109,16,27,8,2,1,42,6,3,1,18,5,0,28,4,3,1,0.248,0.376,0.385,0.761,0.344,96.8,0.55,-0.69
정훈,1987-07-18,2018,롯데,31,1B,91,194,174,33,53,10,1,7,86,26,4,2,16,1,1,39,4,0,3,0.305,0.361,0.494,0.855,0.367,110.7,0.91,-0.31
정훈,1987-07-18,2019,롯데,32,1B,88,222,190,26,43,4,1,2,55,17,4,3,23,5,1,47,4,3,1,0.226,0.324,0.289,0.614,0.293,73.2,-0.06,-0.59
정훈,1987-07-18,2020,롯데,33,CF,111,476,410,72,121,19,1,11,175,58,11,1,56,4,0,85,8,2,4,0.295,0.382,0.427,0.809,0.371,115.8,2.68,1.87
정훈,1987-07-18,2021,롯데,34,1B,135,561,486,70,142,27,1,14,213,79,8,1,68,3,8,89,6,1,3,0.292,0.380,0.438,0.819,0.377,121.9,2.46,0.83
정훈,1987-07-18,2022,롯데,35,1B,91,340,294,39,72,8,0,3,89,32,4,1,32,2,0,66,6,6,6,0.245,0.317,0.303,0.620,0.290,73.4,-0.25,-0.68
정훈,1987-07-18,2023,롯데,36,1B,71,195,168,30,45,12,0,5,72,26,2,0,22,0,1,36,4,3,2,0.268,0.349,0.429,0.778,0.353,115.2,1.02,0.64
장성우,1990-01-17,2014,롯데,24,C,43,99,84,10,23,4,0,1,30,9,0,0,12,1,0,19,1,0,2,0.274,0.364,0.357,0.721,0.339,88.3,0.52,-1.09
장성우,1990-01-17,2015,"롯데,kt",25,C,133,491,433,55,123,20,1,13,184,77,1,2,46,0,1,85,12,3,9,0.284,0.346,0.425,0.771,0.343,94.9,1.89,2.06
장성우,1990-01-17,2017,kt,27,C,118,348,294,28,68,11,1,8,105,46,0,4,43,2,1,59,13,4,5,0.231,0.329,0.357,0.686,0.309,72.5,0.34,-0.58
장성우,1990-01-17,2018,KT,28,C,127,393,356,41,92,13,0,13,144,48,1,1,32,2,0,82,8,1,2,0.258,0.321,0.404,0.726,0.320,79.1,0.79,-1.09
장성우,1990-01-17,2019,KT,29,C,127,413,366,25,96,7,0,7,124,41,0,1,35,2,2,86,11,4,6,0.262,0.325,0.339,0.664,0.308,82.7,1.28,-1.94
장성우,1990-01-17,2020,KT,30,C,130,455,400,39,111,15,0,13,165,79,0,0,38,1,0,64,15,10,6,0.278,0.337,0.413,0.750,0.333,92.1,2.22,0.62
장성우,1990-01-17,2021,KT,31,C,127,460,385,46,89,13,0,14,144,63,1,2,60,3,3,69,16,9,3,0.231,0.337,0.374,0.711,0.328,90.6,1.74,1.25
장성우,1990-01-17,2022,KT,32,C,117,420,362,48,94,11,0,18,159,55,1,0,52,2,2,79,12,1,3,0.260,0.353,0.439,0.792,0.360,121.8,3.38,0.50
장성우,1990-01-17,2023,KT,33,C,123,437,390,37,110,22,0,11,165,61,1,1,37,2,1,69,12,3,5,0.282,0.343,0.423,0.766,0.352,112.2,3.01,-0.07
김민성,1988-12-17,2014,넥센,26,3B,116,486,438,60,128,29,2,12,197,77,3,1,30,10,1,80,10,5,3,0.292,0.349,0.450,0.799,0.354,94.3,2.04,1.93
김민성,1988-12-17,2015,넥센,27,3B,118,489,445,60,135,24,0,16,207,71,1,1,31,8,1,62,15,2,3,0.303,0.357,0.465,0.823,0.365,108.2,2.44,-0.83
김민성,1988-12-17,2016,넥센,28,3B,141,579,510,76,156,39,5,17,256,90,6,3,53,3,3,89,15,1,12,0.306,0.367,0.502,0.869,0.380,111.6,3.37,1.81
김민성,1988-12-17,2017,넥센,29,3B,133,530,472,59,133,26,1,15,206,78,0,1,43,7,2,93,15,0,8,0.282,0.345,0.436,0.782,0.345,98.7,2.26,1.50
김민성,1988-12-17,2018,넥센,30,3B,128,465,413,46,117,24,0,10,171,45,1,0,40,6,3,80,6,1,5,0.283,0.351,0.414,0.765,0.338,93.4,1.75,-0.78
김민성,1988-12-17,2019,LG,31,3B,107,401,361,44,94,16,0,8,134,50,2,1,30,4,0,75,12,5,1,0.260,0.323,0.371,0.694,0.320,94.8,1.68,0.43
김민성,1988-12-17,2020,LG,32,3B,87,333,297,29,79,20,0,5,114,47,2,1,24,4,2,66,8,4,4,0.266,0.325,0.384,0.709,0.319,87.7,0.96,-0.30
김민성,1988-12-17,2021,LG,33,3B,121,426,360,35,80,22,0,8,126,39,3,3,42,8,2,73,7,11,5,0.222,0.313,0.350,0.663,0.305,80.7,0.83,-0.60
김민성,1988-12-17,2022,LG,34,3B,92,157,140,16,29,4,0,3,42,20,0,1,10,3,0,27,4,3,1,0.207,0.273,0.300,0.573,0.265,61.8,-0.02,-0.07
김민성,1988-12-17,2023,LG,35,2B,102,289,250,31,64,11,0,7,96,39,2,1,22,6,0,51,7,9,2,0.256,0.329,0.384,0.713,0.324,98.3,1.17,-1.11
이원석,1986-10-21,2014,두산,28,3B,79,255,231,29,58,8,2,5,85,25,0,0,19,1,0,53,2,2,2,0.251,0.308,0.368,0.676,0.306,70.6,0.41,-0.98
이원석,1986-10-21,2016,두산,30,3B,7,22,19,3,6,3,0,2,15,7,0,0,2,0,0,2,1,0,1,0.316,0.364,0.789,1.153,0.457,179.3,0.36,0.41
이원석,1986-10-21,2017,삼성,31,3B,121,459,411,55,109,20,1,18,185,62,2,0,34,4,2,80,4,4,6,0.265,0.323,0.450,0.773,0.333,89.2,1.46,0.55
이원석,1986-10-21,2018,삼성,32,3B,128,543,479,74,144,30,1,20,236,93,2,1,52,7,1,103,10,0,5,0.301,0.374,0.493,0.867,0.376,116.9,3.35,3.82
이원석,1986-10-21,2019,삼성,33,3B,111,455,395,44,97,20,0,19,174,76,2,1,43,8,0,73,10,2,7,0.246,0.327,0.441,0.767,0.346,104.8,1.99,0.89
이원석,1986-10-21,2020,삼성,34,3B,121,467,403,46,108,17,0,13,164,74,0,1,49,2,1,82,7,1,12,0.268,0.341,0.407,0.748,0.338,94.3,1.29,0.22
이원석,1986-10-21,2021,삼성,35,3B,131,480,399,40,92,19,0,9,138,59,1,0,60,11,2,80,11,2,8,0.231,0.341,0.346,0.687,0.327,89.8,1.22,-0.29
이원석,1986-10-21,2022,삼성,36,3B,88,335,288,31,77,13,0,10,120,60,0,0,33,5,2,70,7,3,6,0.267,0.346,0.417,0.763,0.345,110.2,1.12,1.31
이원석,1986-10-21,2023,"삼성,키움",37,1B,89,345,305,22,75,10,0,2,91,30,0,1,34,3,1,67,9,1,2,0.246,0.326,0.298,0.624,0.302,80.8,-0.08,-0.48
노진혁,1989-07-15,2014,NC,25,SS,26,16,16,3,3,0,0,1,6,2,0,1,0,0,0,7,0,0,0,0.188,0.188,0.375,0.563,0.235,18.6,-0.10,-0.39
노진혁,1989-07-15,2015,NC,26,SS,65,42,38,4,3,2,0,0,5,2,0,0,2,0,0,11,0,1,1,0.079,0.122,0.132,0.254,0.118,-54.2,-0.59,-0.51
노진혁,1989-07-15,2017,NC,28,3B,4,7,7,2,2,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0.286,0.286,0.429,0.714,0.312,77.2,0.04,-0.14
노진혁,1989-07-15,2018,NC,29,3B,125,458,420,52,119,21,4,11,181,42,4,3,33,2,0,92,8,1,2,0.283,0.337,0.431,0.768,0.337,95.1,1.70,0.72
노진혁,1989-07-15,2019,NC,30,SS,110,390,348,51,92,23,2,13,158,43,0,1,31,2,2,80,7,6,3,0.264,0.326,0.454,0.780,0.345,105.8,2.34,-0.48
노진혁,1989-07-15,2020,NC,31,SS,132,484,427,70,117,22,3,20,205,82,0,4,49,5,3,106,8,3,0,0.274,0.356,0.480,0.836,0.370,114.4,3.32,1.41
노진혁,1989-07-15,2021,NC,32,SS,107,384,330,41,95,22,0,8,141,58,1,1,42,5,0,90,3,4,3,0.288,0.374,0.427,0.801,0.372,120.4,2.90,0.75
노진혁,1989-07-15,2022,NC,33,3B,115,451,396,50,111,24,0,15,180,75,2,0,45,2,3,105,11,3,5,0.280,0.353,0.455,0.807,0.362,125.1,3.31,1.13
노진혁,1989-07-15,2023,롯데,34,SS,103,359,308,38,73,21,1,4,108,44,7,2,40,3,0,81,3,4,4,0.237,0.327,0.351,0.677,0.318,90.0,1.39,1.67
홍성흔,1977-02-28,2014,두산,37,DH,124,521,447,63,141,19,1,20,222,82,5,3,64,4,0,79,13,5,1,0.315,0.405,0.497,0.902,0.401,137.7,3.31,1.01
홍성흔,1977-02-28,2015,두산,38,DH,93,352,301,39,79,12,0,7,112,46,8,1,42,5,1,59,13,4,0,0.262,0.362,0.372,0.734,0.338,97.7,0.09,0.79
홍성흔,1977-02-28,2016,두산,39,DH,17,45,40,4,10,2,0,0,12,5,0,1,5,0,0,9,3,0,0,0.250,0.333,0.300,0.633,0.307,65.7,-0.15,-0.16
정수빈,1990-10-07,2014,두산,24,CF,128,507,431,79,132,18,7,6,182,49,32,5,41,11,1,68,8,22,2,0.306,0.379,0.422,0.802,0.352,99.7,3.30,1.32
정수빈,1990-10-07,2015,두산,25,CF,128,570,491,79,145,27,7,2,192,59,15,9,43,11,1,70,9,19,6,0.295,0.361,0.391,0.752,0.334,91.2,2.29,0.55
정수빈,1990-10-07,2016,두산,26,CF,114,305,269,49,65,7,2,2,82,20,12,4,25,6,0,48,7,4,1,0.242,0.319,0.305,0.624,0.296,58.1,0.05,-0.89
정수빈,1990-10-07,2018,두산,28,CF,26,112,98,20,36,2,1,2,46,23,5,2,11,1,0,13,1,0,2,0.367,0.429,0.469,0.898,0.402,136.7,1.06,0.89
정수빈,1990-10-07,2019,두산,29,CF,123,513,441,75,117,19,5,0,146,42,26,8,57,6,0,60,6,4,5,0.265,0.354,0.331,0.685,0.325,95.0,2.08,0.15
